Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),File format type (product.metafields.shopify.file-format-type),Fit (product.metafields.shopify.fit),Frame style (product.metafields.shopify.frame-style),Neckline (product.metafields.shopify.neckline),Operating system (product.metafields.shopify.operating-system),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Wallpaper theme (product.metafields.shopify.wallpaper-theme),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
black-tracksuit-new,,,,,,,,,black-2,,,xl,,,,,"",400.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,123.25,
grey-flare-sweatpants,Flare Sweatpants Grey,"<p>300GSM</p>
<p>Baggy Fit</p>
<p>You'll be addicted to these. Trust us.</p>",1NRI,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Sweatpants,clothing,"Inri Mainline, Men, Tracksuits, Women",false,Color,gray,product.metafields.shopify.color-pattern,Size,s-1,product.metafields.shopify.size,,,,"",500.0,shopify,0,deny,manual,150.00,320.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/grey.jpg?v=1727284555,1,"",false,,,,,,gray,,,,,,,,s-1; m-1; l-1,,,,,,,,,,,,kg,,162.00,draft
grey-flare-sweatpants,,,,,,,,,gray,,,m-1,,,,,"",500.0,shopify,0,deny,manual,150.00,320.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
grey-flare-sweatpants,,,,,,,,,gray,,,l-1,,,,,"",500.0,shopify,0,deny,manual,150.00,320.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
heather-grey-flare-sweatpants,Flare Sweatpants Heather Grey,"<p>200 GSM</p>
<p>Baggy fit. You'll be addicted to these. Trust us.</p>",1NRI,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Sweatpants,clothing,"Inri Mainline, Men, Tracksuits, Women",false,Color,heather-gray,product.metafields.shopify.color-pattern,Size,s-1,product.metafields.shopify.size,,,,"",500.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/wicked2_e85eb4ff-5496-4d76-b363-8bf0def7057e.jpg?v=1727285534,1,"",false,,,,,,heather-gray,,,,,,,,s-1; m-1; l-1; xl-1,,,,,,,,,,,,kg,,162.00,draft
heather-grey-flare-sweatpants,,,,,,,,,heather-gray,,,m-1,,,,,"",500.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/wicked3_f01a701b-09c4-48ca-81e8-bcd8fe691117.jpg?v=1727285534,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
heather-grey-flare-sweatpants,,,,,,,,,heather-gray,,,l-1,,,,,"",500.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
heather-grey-flare-sweatpants,,,,,,,,,heather-gray,,,xl-1,,,,,,500.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
olive-grove-jersey,Olive Grove Jersey Pink,"<p>Inspired by Psalm 52:8,  we wanted to fuse jersey elements with what the scripture says. <b>But I am like a green olive tree in the house of God: I trust in the mercy of God for ever and ever.</b></p>
<p>Boxy and cropped fit</p>
<p>Features a blend of screen printed graphics and embroidered olive designs. This garment is made of lycre, thus it is soft, breathable and light.</p>",1NRI,Apparel & Accessories > Clothing > Uniforms > Sports Uniforms,clothing,"Inri Mainline, Men, T Shirts, Women",true,Color,black-3,product.metafields.shopify.color-pattern,Size,s-1,product.metafields.shopify.size,,,,"",300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/pink_olive_grove.png?v=1769614812,1,"",false,,,,,,black-3,,,,,,,,s-1; m-1; l-1; xl; xxl; xxxl,,,,,,,,,,,,kg,,126.00,active
olive-grove-jersey,,,,,,,,,black-3,,,m-1,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,126.00,
olive-grove-jersey,,,,,,,,,black-3,,,l-1,,,,,,300.0,shopify,1,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,126.00,
olive-grove-jersey,,,,,,,,,black-3,,,xl,,,,,,300.0,shopify,3,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,126.00,
olive-grove-jersey,,,,,,,,,black-3,,,xxl,,,,,,300.0,shopify,2,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,126.00,
olive-grove-jersey,,,,,,,,,black-3,,,xxxl,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,126.00,
hoodie,Intercessory Dept Suede Polo,"<p>Open slit collar polo with screen-printed graphics on the front on back.</p>
<p>Made with a suede cotton to give it an elevated feel.</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,clothing,"Inri Mainline, Men, Women",false,Color,beige,product.metafields.shopify.color-pattern,Size,xs,product.metafields.shopify.size,,,,"",500.0,shopify,0,deny,manual,330.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Intercessory.jpg?v=1727282868,1,"",false,,,,,,beige,,,,,,,,xs; m-1; l; xl,,,,,,,,,,,,kg,,,draft
hoodie,,,,,,,,,beige,,,m-1,,,,,"",500.0,shopify,0,deny,manual,330.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/image00007_45587126-2b9a-402a-b93b-61328d38f485.jpg?v=1727282873,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
hoodie,,,,,,,,,beige,,,l,,,,,"",500.0,shopify,0,deny,manual,330.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/image00006_ef0b9c20-af00-48ad-adfa-812c22e72dcc.jpg?v=1727282820,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
hoodie,,,,,,,,,beige,,,xl,,,,,"",500.0,shopify,0,deny,manual,330.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-long-sleeve,Varsity Jersey,"<p>Inspired by both Umbrella Academy and Chris Delvan's lyric ""Swallow your pride, tonight come to the school of the Spirit"".  Team logo features ""Via Veritas et Vita ""</p>
<p> </p>
<p>Features Embroidered Logo and screen-printed graphics.</p>
<p>Light breathable blend of cotton polyester to give that jersey feel.</p>
<p> </p>",1NRI,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Jerseys,"","Inri Mainline, Jerseys, Men, Women",false,Color,gray,product.metafields.shopify.color-pattern,Size,s-1,product.metafields.shopify.size,,,,"",500.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/grey_jersey.jpg?v=1727283463,1,"",false,,,,,,gray,,,,,,,,s-1; m-1; l-1; xl-1; xxl; xxxl,,,,,,,,,,,,kg,,,draft
grey-long-sleeve,,,,,,,,,gray,,,m-1,,,,,"",500.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/IMG_2738.jpg?v=1727283502,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-long-sleeve,,,,,,,,,gray,,,l-1,,,,,"",500.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/IMG_2731.jpg?v=1727283508,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-long-sleeve,,,,,,,,,gray,,,xl-1,,,,,"",500.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-long-sleeve,,,,,,,,,gray,,,xxl,,,,,"",500.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-long-sleeve,,,,,,,,,gray,,,xxxl,,,,,"",500.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
smssend-me-scriptures-tee-black,SMS(Send-Me-Scriptures) Tee Black,"<ul>
<li>
<strong>Boxy and Cropped fit</strong><strong></strong>
</li>
<li><strong>220GSM</strong></li>
<li><strong>Screen Print</strong></li>
<li><strong>Inscription states ""Nudes are 2016, Send Me Scriptures""</strong></li>
<li><strong>Model wearing Large</strong></li>
</ul>
<!---->",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, T Shirts, Women",false,Color,black-2,product.metafields.shopify.color-pattern,Size,m-2,product.metafields.shopify.size,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/SMSTeeblack.jpg?v=1720539882,1,"",false,,,,,,black-2,,,,,,,,m-2; l-2; xl-1; xxl; xxxl,,,,,,,,,,,,kg,,111.00,draft
smssend-me-scriptures-tee-black,,,,,,,,,black-2,,,l-2,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/SMS_tee_black2.jpg?v=1720540096,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,111.00,
smssend-me-scriptures-tee-black,,,,,,,,,black-2,,,xl-1,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/SMS_tee_black3.jpg?v=1720540096,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,111.00,
smssend-me-scriptures-tee-black,,,,,,,,,black-2,,,xxl,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,111.00,
smssend-me-scriptures-tee-black,,,,,,,,,black-2,,,xxxl,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,111.00,
nudes-shirt,SMS(Send-Me-Scriptures) Tee White,"<ul>
<li>
<strong>Boxy and Cropped fit</strong><strong></strong>
</li>
<li><strong>220GSM</strong></li>
<li><strong>Screen Print</strong></li>
<li><strong>Inscription states ""Nudes are 2016, Send Me Scriptures""</strong></li>
<li><strong>Model wearing XL</strong></li>
</ul>
<!----><!---->",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, T Shirts, Women",false,Color,white,product.metafields.shopify.color-pattern,Size,m-2,product.metafields.shopify.size,,,,"",300.0,shopify,0,deny,manual,200.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/SMSTeewhite_fc2f353e-6548-4452-bf38-e99b6fd0ce82.jpg?v=1720540699,1,"",false,,,,,,white,,,,,,,,m-2; l-2; xl-1; xxl; xxxl,,,,,,,,,,,,kg,,141.00,draft
nudes-shirt,,,,,,,,,white,,,l-2,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/SMS_tee_white_350a2813-6e27-47c1-b413-c010ab5b7cec.png?v=1720540699,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,141.00,
nudes-shirt,,,,,,,,,white,,,xl-1,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/SMS_tee_white_2097fb8e-39b0-42f2-9a1d-a54661459fe3.jpg?v=1720540699,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,141.00,
nudes-shirt,,,,,,,,,white,,,xxl,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,141.00,
nudes-shirt,,,,,,,,,white,,,xxxl,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,141.00,
sweatpants,Flare Sweatpants Black,"<ul>
<li><strong>Flares at the bottom</strong></li>
<li><strong>Features slit at the bottom(5cm)</strong></li>
<li><b>Model wearing a Medium</b></li>
<li><b>Logo embroidery</b></li>
</ul>",1NRI,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Sweatpants,clothing,"Inri Mainline, Men, Tracksuits, Women",true,Color,black-1,product.metafields.shopify.color-pattern,Size,s-1,product.metafields.shopify.size,,,,"",500.0,shopify,1,deny,manual,320.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/5W7A9432.jpg?v=1770661920,1,"",false,,,,,,black-1,,,,,,,,s-1; m-1; l-1; xl; xxl; 3xl,,,,,,,,,,,,kg,,162.00,active
sweatpants,,,,,,,,,black-1,,,m-1,,,,,"",500.0,shopify,2,deny,manual,320.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/5W7A9605-2.jpg?v=1770661919,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
sweatpants,,,,,,,,,black-1,,,l-1,,,,,"",500.0,shopify,0,deny,manual,320.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/5W7A9617-2.jpg?v=1770661919,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
sweatpants,,,,,,,,,black-1,,,xl,,,,,"",500.0,shopify,0,deny,manual,320.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
sweatpants,,,,,,,,,black-1,,,xxl,,,,,"",500.0,shopify,0,deny,manual,320.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
sweatpants,,,,,,,,,black-1,,,3xl,,,,,,500.0,shopify,0,deny,manual,320.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,162.00,
distressed-tee,Sackcloth 3/4 Tee,"<ul>
<li>Features 3/4 sleeves</li>
<li>Boxy and Cropped fit</li>
<li>220GSM</li>
<li>Unfinished Hem</li>
<li>Size down Recommended (Model is</li>
</ul>
<p><strong><!----></strong></p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, T Shirts, Women",false,Color,black,product.metafields.shopify.color-pattern,Size,s,product.metafields.shopify.size,,,,"",400.0,shopify,0,deny,manual,250.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/SacklothTee.png?v=1720539352,1,"",false,,,,,,black,,,,,,,,s; m; l,,,,,,,,,,,,kg,,113.00,draft
distressed-tee,,,,,,,,,black,,,m,,,,,"",400.0,shopify,0,deny,manual,250.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/sackcloth_2.jpg?v=1720539607,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,113.00,
distressed-tee,,,,,,,,,black,,,l,,,,,"",400.0,shopify,0,deny,manual,250.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/sackcloth_3.jpg?v=1720539607,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,113.00,
women-tracksuit-top,Women's Tracksuit top,"<ul>
<li><strong>Nylon and elasthane Blend</strong></li>
<li><strong>Vinyl Print</strong></li>
<li><strong>Boxy and crop fit</strong></li>
</ul>
<p><strong><!----></strong></p>",1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Tracksuits, Women",false,Size,S,,Color,Brown,,,,,"",0.0,shopify,0,deny,manual,250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/womens_tracksuit.jpg?v=1720782255,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,151.50,draft
women-tracksuit-top,,,,,,,,,M,,,Brown,,,,,"",0.0,shopify,0,deny,manual,250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/womens_2.jpg?v=1720782255,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,151.50,
women-tracksuit-top,,,,,,,,,L,,,Brown,,,,,"",0.0,shopify,0,deny,manual,250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/womens_3.jpg?v=1720782255,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,151.50,
women-tracksuit-top,,,,,,,,,XL,,,Brown,,,,,"",0.0,shopify,0,deny,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,151.50,
women-tracksuit-top,,,,,,,,,XXL,,,Brown,,,,,"",0.0,shopify,0,deny,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,151.50,
women-tracksuit-top,,,,,,,,,XXXL,,,Brown,,,,,"",0.0,shopify,0,deny,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,151.50,
grand-prix,Grand prix Tee,"<p>220GSM </p>
<p>Boxy fit</p>
<p>Features treated screen prints that emphasize the vintage aesthetic </p>",1NRI,Apparel & Accessories,clothing,"Inri Mainline, Men, T Shirts, Women",false,Size,Medium,,Color,Black,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Grand_prix_new.jpg?v=1720541914,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,84.47,archived
grand-prix,,,,,,,,,Large,,,Black,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/grand_prix_back.jpg?v=1720541914,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,84.47,
shorts,Sweat shorts Black,"<p>Initally nylon, now cotton shorts, made for everyday wear.</p>
<p>Features a side hidden pocket with the logo embroidered on the left thigh region. Stay true to size for a regular fit, size up for a baggier look.</p>",1NRI,Apparel & Accessories > Clothing,"","Inri Mainline, Men, Women",false,Color,Black,,Size,S,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/shorts.jpg?v=1727365932,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
shorts,,,,,,,,,Black,,,M,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts,,,,,,,,,Black,,,L,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts,,,,,,,,,Black,,,XL,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts,,,,,,,,,Black,,,XXL,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts,,,,,,,,,Brown,,,S,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts,,,,,,,,,Brown,,,M,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts,,,,,,,,,Brown,,,L,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts,,,,,,,,,Brown,,,XL,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts,,,,,,,,,Brown,,,XXL,,,,,"",300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tote-bags,Tote Bags,"<p>Utility tote tote bags, made of jute fabric and excellent craftsmanship</p>
<p>Made to last a lifetime</p>",1NRI,Uncategorized,"","Inri Mainline, Men, Women",false,Color,Black,,,,,,,,"",300.0,shopify,0,deny,manual,120.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/IMG-2365.jpg?v=1715274507,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,56.50,archived
tote-bags,,,,,,,,,Brown,,,,,,,,"",300.0,shopify,0,deny,manual,120.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/IMG-2366.jpg?v=1715274508,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,56.50,
tote-bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/IMG-2367.jpg?v=1715274508,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intercessory-department-green,Intercessory Department Tee Green,"<meta charset=""UTF-8"">
<ul>
<li>Boxy fit</li>
<li>250 GSM</li>
<li>Puff Print</li>
<li>Stay true to size </li>
</ul>",My Store,Apparel & Accessories > Clothing,"","Inri Mainline, Intercessory Department, Men, T Shirts, Women",false,Size,M,,Color,Green,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/new_int_green.jpg?v=1720541406,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,115.30,archived
intercessory-department-green,,,,,,,,,L,,,Green,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/114D4D0C-9212-4A0B-B590-5B8282982C2B.jpg?v=1720541428,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,115.30,
intercessory-department-green,,,,,,,,,XL,,,Green,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/FE4A37F6-44D8-474C-95F8-C73AC3B661FC.jpg?v=1720541428,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,115.30,
intercessory-department-green,,,,,,,,,XXL,,,Green,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,115.30,
intercessory-department-green,,,,,,,,,XXXL,,,Green,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,115.30,
intercessory-department-tee-black,Intercessory Department Tee Black,"<ul>
<li>Boxy fit</li>
<li>200GSM</li>
<li>Puff Print</li>
<li>Stay true to size </li>
</ul>",My Store,Apparel & Accessories > Clothing,"","Intercessory Department, Men, Women",false,Size,M,,Color,Black,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/4CCB0504-C6FD-406B-968F-10CF453B59DD.jpg?v=1712601234,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,archived
intercessory-department-tee-black,,,,,,,,,L,,,Black,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1894F459-81DD-4968-BC3B-E2C20B95B567.jpg?v=1712601234,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,
intercessory-department-tee-black,,,,,,,,,XL,,,Black,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/C90C2324-E168-4510-8F3D-217D8F292DDE.jpg?v=1712601234,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,
intercessory-department-tee-black,,,,,,,,,XXL,,,Black,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,
intercessory-department-tee-black,,,,,,,,,XXXL,,,Black,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,
intercessory-department,Intercessory Department Tee White,"<ul>
<li>Boxy fit</li>
<li>200GSM</li>
<li>Puff Print</li>
<li>Stay true to size </li>
</ul>",My Store,Apparel & Accessories > Clothing,"","Inri Mainline, Intercessory Department, Men, T Shirts, Women",false,Size,M,,Color,White,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/new_int_white.jpg?v=1720541467,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,archived
intercessory-department,,,,,,,,,L,,,White,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/C58A2452-DA69-4684-ADFA-AC3F800DC0B6.jpg?v=1720541477,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,
intercessory-department,,,,,,,,,XL,,,White,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/9FCF82C1-025F-40D0-A61D-C5B1195DDDE2.jpg?v=1720541477,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,
intercessory-department,,,,,,,,,XXL,,,White,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,
intercessory-department,,,,,,,,,XXXL,,,White,,,,,"",300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,65.30,
